rcID,lsoa11cd,distance
RC_EW_2788,E01006819,20102
RC_EW_2788,E01006820,20304
RC_EW_2788,E01006821,20454
RC_EW_2788,E01006822,17514
RC_EW_2788,E01006823,17900
RC_EW_2788,E01006824,17984
RC_EW_2788,E01006825,16816
RC_EW_2788,E01006826,16611
RC_EW_2788,E01006827,16186
RC_EW_2788,E01006828,14838
RC_EW_2788,E01006829,16062
RC_EW_2788,E01006830,15982
RC_EW_2788,E01006831,17864
RC_EW_2788,E01006832,18443
RC_EW_2788,E01006833,17709
RC_EW_2788,E01006834,17811
RC_EW_2788,E01006835,17169
RC_EW_2788,E01006836,32236
RC_EW_2788,E01006837,23032
RC_EW_2788,E01006838,23196
RC_EW_2788,E01006839,34146
RC_EW_2788,E01006840,34912
RC_EW_2788,E01006841,34898
RC_EW_2788,E01006842,34314
RC_EW_2788,E01006843,22190
RC_EW_2788,E01006844,19196
RC_EW_2788,E01006845,18378
RC_EW_2788,E01006846,17651
RC_EW_2788,E01006847,17818
RC_EW_2788,E01006848,18630
RC_EW_2788,E01006849,18893
RC_EW_2788,E01006850,19535
RC_EW_2788,E01006851,18469
RC_EW_2788,E01006852,21555
RC_EW_2788,E01006853,21049
RC_EW_2788,E01006854,20772
RC_EW_2788,E01006855,19218
RC_EW_2788,E01006856,30654
RC_EW_2788,E01006857,25281
RC_EW_2788,E01006858,27267
RC_EW_2788,E01006859,35246
RC_EW_2788,E01006860,26917
RC_EW_2788,E01006861,27037
RC_EW_2788,E01006862,26817
RC_EW_2788,E01006863,28259
RC_EW_2788,E01006864,27538
RC_EW_2788,E01006865,26265
RC_EW_2788,E01006866,33035
RC_EW_2788,E01006867,35605
RC_EW_2788,E01006868,27779
RC_EW_2788,E01006869,26404
RC_EW_2788,E01006870,19422
RC_EW_2788,E01006871,19048
RC_EW_2788,E01006872,18396
RC_EW_2788,E01006873,19258
RC_EW_2788,E01006874,18690
RC_EW_2788,E01006875,18998
RC_EW_2788,E01006876,19677
RC_EW_2788,E01006877,18889
RC_EW_2788,E01006878,18256
RC_EW_2788,E01006879,18133
RC_EW_2788,E01006880,19089
RC_EW_2788,E01006881,19426
RC_EW_2788,E01006882,18523
RC_EW_2788,E01006883,20345
RC_EW_2788,E01006884,17247
RC_EW_2788,E01006885,19626
RC_EW_2788,E01006886,21115
RC_EW_2788,E01006887,19295
RC_EW_2788,E01006888,13214
RC_EW_2788,E01006889,12741
RC_EW_2788,E01006890,15283
RC_EW_2788,E01006891,10890
RC_EW_2788,E01006892,15215
RC_EW_2788,E01006893,14515
RC_EW_2788,E01006894,13972
RC_EW_2788,E01006895,13970
RC_EW_2788,E01006896,17131
RC_EW_2788,E01006897,18598
RC_EW_2788,E01006898,16801
RC_EW_2788,E01006899,20247
RC_EW_2788,E01006900,18994
RC_EW_2788,E01006901,17170
RC_EW_2788,E01006903,17025
RC_EW_2788,E01006904,16511
RC_EW_2788,E01006905,16557
RC_EW_2788,E01006906,16426
RC_EW_2788,E01006907,16729
RC_EW_2788,E01006908,16052
RC_EW_2788,E01006909,15931
RC_EW_2788,E01006910,14733
RC_EW_2788,E01006911,15731
RC_EW_2788,E01006912,16258
RC_EW_2788,E01006913,15537
RC_EW_2788,E01006914,14567
RC_EW_2788,E01006915,20567
RC_EW_2788,E01006916,20428
RC_EW_2788,E01006917,20711
RC_EW_2788,E01006918,19794
RC_EW_2788,E01006919,21345
RC_EW_2788,E01006920,31882
RC_EW_2788,E01006921,32022
RC_EW_2788,E01006922,32053
RC_EW_2788,E01006923,30909
RC_EW_2788,E01006924,31181
RC_EW_2788,E01006925,33412
RC_EW_2788,E01006926,33532
RC_EW_2788,E01006927,32670
RC_EW_2788,E01006928,35639
RC_EW_2788,E01006929,35345
RC_EW_2788,E01006930,35177
RC_EW_2788,E01006931,34853
RC_EW_2788,E01006932,34277
RC_EW_2788,E01006933,34654
RC_EW_2788,E01006934,36317
RC_EW_2788,E01006935,35668
RC_EW_2788,E01006936,15527
RC_EW_2788,E01006937,23132
RC_EW_2788,E01006938,24327
RC_EW_2788,E01006939,14058
RC_EW_2788,E01006940,14485
RC_EW_2788,E01006941,13914
RC_EW_2788,E01006942,13817
RC_EW_2788,E01006943,22786
RC_EW_2788,E01006944,41495
RC_EW_2788,E01006945,40913
RC_EW_2788,E01006946,43722
RC_EW_2788,E01006947,44136
RC_EW_2788,E01006948,42895
RC_EW_2788,E01006949,42356
RC_EW_2788,E01006950,41213
RC_EW_2788,E01006951,37995
RC_EW_2788,E01006952,11208
RC_EW_2788,E01006953,10869
RC_EW_2788,E01006954,13075
RC_EW_2788,E01006955,12620
RC_EW_2788,E01006956,12267
RC_EW_2788,E01006957,11566
RC_EW_2788,E01006958,12688
RC_EW_2788,E01006959,12196
RC_EW_2788,E01006960,6885
RC_EW_2788,E01006961,7513
RC_EW_2788,E01006962,6797
RC_EW_2788,E01006963,7482
RC_EW_2788,E01006964,8285
RC_EW_2788,E01006965,7454
RC_EW_2788,E01006966,7950
RC_EW_2788,E01006967,7379
RC_EW_2788,E01006968,39450
RC_EW_2788,E01006969,40557
RC_EW_2788,E01006970,39571
RC_EW_2788,E01006971,36771
RC_EW_2788,E01006972,38288
RC_EW_2788,E01006973,36556
RC_EW_2788,E01006974,35750
RC_EW_2788,E01006976,10821
RC_EW_2788,E01006977,11569
RC_EW_2788,E01006978,11206
RC_EW_2788,E01006979,19579
RC_EW_2788,E01006980,11653
RC_EW_2788,E01006981,10262
RC_EW_2788,E01006982,12031
RC_EW_2788,E01006983,11830
RC_EW_2788,E01006984,11729
RC_EW_2788,E01006985,30243
RC_EW_2788,E01006986,29920
RC_EW_2788,E01006987,29190
RC_EW_2788,E01006988,27581
RC_EW_2788,E01006989,29868
RC_EW_2788,E01006990,28461
RC_EW_2788,E01006991,28914
RC_EW_2788,E01006992,27682
RC_EW_2788,E01006993,29218
RC_EW_2788,E01006994,37491
RC_EW_2788,E01006995,36536
RC_EW_2788,E01006996,37752
RC_EW_2788,E01006997,37390
RC_EW_2788,E01006998,37262
RC_EW_2788,E01006999,35945
RC_EW_2788,E01007000,36844
RC_EW_2788,E01007001,36787
RC_EW_2788,E01007002,36557
RC_EW_2788,E01007003,10661
RC_EW_2788,E01007004,12102
RC_EW_2788,E01007005,12664
RC_EW_2788,E01007006,10465
RC_EW_2788,E01007007,8061
RC_EW_2788,E01007008,9542
RC_EW_2788,E01007009,13606
RC_EW_2788,E01007010,7990
RC_EW_2788,E01007011,11598
RC_EW_2788,E01007012,9872
RC_EW_2788,E01007013,10254
RC_EW_2788,E01007014,9759
RC_EW_2788,E01007016,10833
RC_EW_2788,E01007017,10250
RC_EW_2788,E01007019,9180
RC_EW_2788,E01007020,20375
RC_EW_2788,E01007021,21619
RC_EW_2788,E01007022,23743
RC_EW_2788,E01007023,21068
RC_EW_2788,E01007024,19927
RC_EW_2788,E01007025,21502
RC_EW_2788,E01007026,21888
RC_EW_2788,E01007027,25776
RC_EW_2788,E01007028,45463
RC_EW_2788,E01007029,46106
RC_EW_2788,E01007030,46201
RC_EW_2788,E01007031,40170
RC_EW_2788,E01007032,43668
RC_EW_2788,E01007033,44201
RC_EW_2788,E01007034,38607
RC_EW_2788,E01007035,38614
RC_EW_2788,E01007036,43930
RC_EW_2788,E01007037,20003
RC_EW_2788,E01007038,19487
RC_EW_2788,E01007039,11489
RC_EW_2788,E01007040,16136
RC_EW_2788,E01007041,10412
RC_EW_2788,E01007042,15088
RC_EW_2788,E01007043,17639
RC_EW_2788,E01007044,9725
RC_EW_2788,E01007045,10527
RC_EW_2788,E01007046,9885
RC_EW_2788,E01007047,9042
RC_EW_2788,E01007048,9933
RC_EW_2788,E01007049,8914
RC_EW_2788,E01007050,9361
RC_EW_2788,E01007051,9413
RC_EW_2788,E01007052,7753
RC_EW_2788,E01007053,16961
RC_EW_2788,E01007054,10806
RC_EW_2788,E01007055,37529
RC_EW_2788,E01007056,37019
RC_EW_2788,E01007057,38028
RC_EW_2788,E01007058,38264
RC_EW_2788,E01007059,36977
RC_EW_2788,E01007060,36119
RC_EW_2788,E01007061,36913
RC_EW_2788,E01007062,37902
RC_EW_2788,E01007063,37376
RC_EW_2788,E01007064,38008
RC_EW_2788,E01007065,17116
RC_EW_2788,E01007066,17457
RC_EW_2788,E01007067,21275
RC_EW_2788,E01007068,21396
RC_EW_2788,E01007069,20107
RC_EW_2788,E01007070,19909
RC_EW_2788,E01007071,18865
RC_EW_2788,E01007072,18676
RC_EW_2788,E01007073,18013
RC_EW_2788,E01007074,17818
RC_EW_2788,E01007075,26951
RC_EW_2788,E01007076,23576
RC_EW_2788,E01007077,26448
RC_EW_2788,E01007078,26956
RC_EW_2788,E01007079,28586
RC_EW_2788,E01007080,27500
RC_EW_2788,E01007081,27530
RC_EW_2788,E01007082,26886
RC_EW_2788,E01007083,19604
RC_EW_2788,E01007084,17126
RC_EW_2788,E01007085,11569
RC_EW_2788,E01007086,19571
RC_EW_2788,E01007087,17247
RC_EW_2788,E01007088,10659
RC_EW_2788,E01007089,20190
RC_EW_2788,E01007090,11344
RC_EW_2788,E01007091,18763
RC_EW_2788,E01007092,18800
RC_EW_2788,E01007095,19425
RC_EW_2788,E01007096,19527
RC_EW_2788,E01007097,19638
RC_EW_2788,E01007098,17416
RC_EW_2788,E01007099,18430
RC_EW_2788,E01007100,20980
RC_EW_2788,E01007101,19718
RC_EW_2788,E01007102,12839
RC_EW_2788,E01007103,12869
RC_EW_2788,E01007104,13425
RC_EW_2788,E01007105,22414
RC_EW_2788,E01007106,22613
RC_EW_2788,E01007107,12910
RC_EW_2788,E01007108,13288
RC_EW_2788,E01007109,13286
RC_EW_2788,E01007110,14586
RC_EW_2788,E01007111,12161
RC_EW_2788,E01007112,12119
RC_EW_2788,E01007113,12713
RC_EW_2788,E01007114,12041
RC_EW_2788,E01007115,13145
RC_EW_2788,E01007116,13016
RC_EW_2788,E01007117,13607
RC_EW_2788,E01007118,13806
RC_EW_2788,E01007119,15007
RC_EW_2788,E01007120,14282
RC_EW_2788,E01007121,13488
RC_EW_2788,E01007122,12523
RC_EW_2788,E01007123,15053
RC_EW_2788,E01007124,15045
RC_EW_2788,E01007125,12546
RC_EW_2788,E01007126,9496
RC_EW_2788,E01007127,10209
RC_EW_2788,E01007128,9935
RC_EW_2788,E01007129,10222
RC_EW_2788,E01007130,10308
RC_EW_2788,E01007131,10736
RC_EW_2788,E01007133,10690
RC_EW_2788,E01007135,15749
RC_EW_2788,E01007136,16415
RC_EW_2788,E01007137,16072
RC_EW_2788,E01007138,12466
RC_EW_2788,E01007139,11834
RC_EW_2788,E01007140,13401
RC_EW_2788,E01007141,12747
RC_EW_2788,E01007142,14364
RC_EW_2788,E01007143,14878
RC_EW_2788,E01007144,18034
RC_EW_2788,E01007145,15960
RC_EW_2788,E01007146,15674
RC_EW_2788,E01007147,16146
RC_EW_2788,E01007148,18037
RC_EW_2788,E01007149,18147
RC_EW_2788,E01007150,19325
RC_EW_2788,E01007151,13991
RC_EW_2788,E01007152,14067
RC_EW_2788,E01007153,14434
RC_EW_2788,E01007154,15656
RC_EW_2788,E01007155,12069
RC_EW_2788,E01007156,11694
RC_EW_2788,E01007157,12400
RC_EW_2788,E01007158,11812
RC_EW_2788,E01007159,12810
RC_EW_2788,E01007160,11277
RC_EW_2788,E01007161,14622
RC_EW_2788,E01007162,13480
RC_EW_2788,E01007163,12873
RC_EW_2788,E01007164,17888
RC_EW_2788,E01007165,19474
RC_EW_2788,E01007166,19080
RC_EW_2788,E01007167,17917
RC_EW_2788,E01007168,19419
RC_EW_2788,E01007169,18810
RC_EW_2788,E01007170,16692
RC_EW_2788,E01007171,17369
RC_EW_2788,E01007172,18380
RC_EW_2788,E01007173,11435
RC_EW_2788,E01007174,11038
RC_EW_2788,E01007175,11715
RC_EW_2788,E01007176,11532
RC_EW_2788,E01007177,11941
RC_EW_2788,E01007178,11370
RC_EW_2788,E01007179,10658
RC_EW_2788,E01007180,10842
RC_EW_2788,E01007181,11889
RC_EW_2788,E01007182,25349
RC_EW_2788,E01007183,16959
RC_EW_2788,E01007184,24515
RC_EW_2788,E01007185,19664
RC_EW_2788,E01007186,18757
RC_EW_2788,E01007187,22909
RC_EW_2788,E01007188,18950
RC_EW_2788,E01007189,19751
RC_EW_2788,E01007190,21744
RC_EW_2788,E01007191,20951
RC_EW_2788,E01007192,25844
RC_EW_2788,E01007193,24182
RC_EW_2788,E01007194,23631
RC_EW_2788,E01007195,20430
RC_EW_2788,E01007196,23963
RC_EW_2788,E01007197,22474
RC_EW_2788,E01007198,23408
RC_EW_2788,E01007199,22034
RC_EW_2788,E01007200,22131
RC_EW_2788,E01007201,22972
RC_EW_2788,E01007202,24491
RC_EW_2788,E01007203,17028
RC_EW_2788,E01007204,15675
RC_EW_2788,E01007205,15957
RC_EW_2788,E01007206,19127
RC_EW_2788,E01007207,16189
RC_EW_2788,E01007208,15812
RC_EW_2788,E01007209,16175
RC_EW_2788,E01007210,14615
RC_EW_2788,E01007211,12238
RC_EW_2788,E01007212,11579
RC_EW_2788,E01007213,11917
RC_EW_2788,E01007214,11703
RC_EW_2788,E01007215,13650
RC_EW_2788,E01007216,12727
RC_EW_2788,E01007217,12271
RC_EW_2788,E01007218,13090
RC_EW_2788,E01007219,13150
RC_EW_2788,E01007220,13250
RC_EW_2788,E01007221,18508
RC_EW_2788,E01007222,19451
RC_EW_2788,E01007223,19904
RC_EW_2788,E01007224,19354
RC_EW_2788,E01007225,17550
RC_EW_2788,E01007226,18786
RC_EW_2788,E01007227,18956
RC_EW_2788,E01007228,19180
RC_EW_2788,E01007229,13884
RC_EW_2788,E01007230,14321
RC_EW_2788,E01007231,14230
RC_EW_2788,E01007232,13648
RC_EW_2788,E01007233,13376
RC_EW_2788,E01007234,13769
RC_EW_2788,E01007235,13095
RC_EW_2788,E01007236,13118
RC_EW_2788,E01007237,14634
RC_EW_2788,E01007238,14622
RC_EW_2788,E01007239,10497
RC_EW_2788,E01007240,11738
RC_EW_2788,E01007241,12112
RC_EW_2788,E01007242,11555
RC_EW_2788,E01007243,11396
RC_EW_2788,E01007244,10931
RC_EW_2788,E01007245,12390
RC_EW_2788,E01007246,12407
RC_EW_2788,E01007247,13621
RC_EW_2788,E01007248,12294
RC_EW_2788,E01007249,20126
RC_EW_2788,E01007250,13118
RC_EW_2788,E01007251,20225
RC_EW_2788,E01007252,19255
RC_EW_2788,E01007253,13369
RC_EW_2788,E01007254,12726
RC_EW_2788,E01007255,21694
RC_EW_2788,E01007256,21847
RC_EW_2788,E01007257,19722
RC_EW_2788,E01007258,20902
RC_EW_2788,E01007259,19874
RC_EW_2788,E01007260,22120
RC_EW_2788,E01007261,21384
RC_EW_2788,E01007262,22301
RC_EW_2788,E01007263,21863
RC_EW_2788,E01007264,19969
RC_EW_2788,E01007265,18767
RC_EW_2788,E01007266,20131
RC_EW_2788,E01007267,19122
RC_EW_2788,E01007268,20418
RC_EW_2788,E01007269,10860
RC_EW_2788,E01007270,10733
RC_EW_2788,E01007271,11348
RC_EW_2788,E01007272,11978
RC_EW_2788,E01007273,12188
RC_EW_2788,E01007274,11927
RC_EW_2788,E01007275,12018
RC_EW_2788,E01007276,12040
RC_EW_2788,E01007277,12752
RC_EW_2788,E01007278,12227
RC_EW_2788,E01007279,23621
RC_EW_2788,E01007280,23311
RC_EW_2788,E01007281,23373
RC_EW_2788,E01007282,24031
RC_EW_2788,E01007283,23219
RC_EW_2788,E01007284,24418
RC_EW_2788,E01007285,23781
RC_EW_2788,E01007286,22385
RC_EW_2788,E01007287,23072
RC_EW_2788,E01007288,24032
RC_EW_2788,E01007289,11483
RC_EW_2788,E01007290,11040
RC_EW_2788,E01007291,9196
RC_EW_2788,E01007292,9961
RC_EW_2788,E01007293,9765
RC_EW_2788,E01007294,10410
RC_EW_2788,E01007295,10882
RC_EW_2788,E01007296,10433
RC_EW_2788,E01007297,16774
RC_EW_2788,E01007298,18241
RC_EW_2788,E01007299,18081
RC_EW_2788,E01007300,19772
RC_EW_2788,E01007301,17658
RC_EW_2788,E01007302,18968
RC_EW_2788,E01007303,20175
RC_EW_2788,E01007304,20342
RC_EW_2788,E01007305,18137
RC_EW_2788,E01007306,18015
RC_EW_2788,E01007307,13513
RC_EW_2788,E01007308,16152
RC_EW_2788,E01007309,15757
RC_EW_2788,E01007310,13544
RC_EW_2788,E01007311,12909
RC_EW_2788,E01007312,12757
RC_EW_2788,E01007313,13172
RC_EW_2788,E01007314,12944
RC_EW_2788,E01007315,13526
RC_EW_2788,E01007316,12507
RC_EW_2788,E01012367,18676
RC_EW_2788,E01012368,17520
RC_EW_2788,E01012369,16553
RC_EW_2788,E01012370,19334
RC_EW_2788,E01012371,23690
RC_EW_2788,E01012372,24066
RC_EW_2788,E01012373,25700
RC_EW_2788,E01012374,13592
RC_EW_2788,E01012375,15829
RC_EW_2788,E01012376,13580
RC_EW_2788,E01012377,13519
RC_EW_2788,E01012378,13540
RC_EW_2788,E01012379,13852
RC_EW_2788,E01012380,13899
RC_EW_2788,E01012381,21610
RC_EW_2788,E01012382,22079
RC_EW_2788,E01012383,21413
RC_EW_2788,E01012384,21851
RC_EW_2788,E01012385,45546
RC_EW_2788,E01012386,22984
RC_EW_2788,E01012387,25027
RC_EW_2788,E01012388,14467
RC_EW_2788,E01012389,15085
RC_EW_2788,E01012390,14959
RC_EW_2788,E01012391,17460
RC_EW_2788,E01012392,15724
RC_EW_2788,E01012393,14007
RC_EW_2788,E01012394,16642
RC_EW_2788,E01012395,14985
RC_EW_2788,E01012396,22541
RC_EW_2788,E01012397,21828
RC_EW_2788,E01012398,22541
RC_EW_2788,E01012399,22707
RC_EW_2788,E01012400,23111
RC_EW_2788,E01012401,17568
RC_EW_2788,E01012402,21059
RC_EW_2788,E01012403,22289
RC_EW_2788,E01012404,20913
RC_EW_2788,E01012405,22068
RC_EW_2788,E01012406,24526
RC_EW_2788,E01012407,22118
RC_EW_2788,E01012408,22563
RC_EW_2788,E01012409,23745
RC_EW_2788,E01012410,17308
RC_EW_2788,E01012411,16362
RC_EW_2788,E01012412,19552
RC_EW_2788,E01012413,19677
RC_EW_2788,E01012414,17004
RC_EW_2788,E01012415,24992
RC_EW_2788,E01012416,24457
RC_EW_2788,E01012417,24705
RC_EW_2788,E01012418,23486
RC_EW_2788,E01012419,12959
RC_EW_2788,E01012420,11937
RC_EW_2788,E01012421,12728
RC_EW_2788,E01012422,12625
RC_EW_2788,E01012423,12638
RC_EW_2788,E01012424,16585
RC_EW_2788,E01012425,17252
RC_EW_2788,E01012426,16807
RC_EW_2788,E01012427,14613
RC_EW_2788,E01012428,24545
RC_EW_2788,E01012429,24291
RC_EW_2788,E01012430,22868
RC_EW_2788,E01012431,22131
RC_EW_2788,E01012432,25317
RC_EW_2788,E01012433,25994
RC_EW_2788,E01012434,23898
RC_EW_2788,E01012435,25004
RC_EW_2788,E01012436,25935
RC_EW_2788,E01012437,24525
RC_EW_2788,E01012438,25574
RC_EW_2788,E01012439,24004
RC_EW_2788,E01012440,25064
RC_EW_2788,E01012441,23145
RC_EW_2788,E01012442,15338
RC_EW_2788,E01012443,15381
RC_EW_2788,E01012444,24098
RC_EW_2788,E01012445,23427
RC_EW_2788,E01032505,9070
RC_EW_2788,E01032506,6443
RC_EW_2788,E01032507,6147
RC_EW_2788,E01032508,951
RC_EW_2788,E01032509,1410
RC_EW_2788,E01032510,5021
RC_EW_2788,E01032511,5861
RC_EW_2788,E01032903,11763
RC_EW_2788,E01032904,16288
RC_EW_2788,E01032905,16731
RC_EW_2788,E01033094,39991
RC_EW_2788,E01033095,10368
RC_EW_2788,E01033096,21218
RC_EW_2788,E01033097,40151
RC_EW_2788,E01033228,4298
RC_EW_2788,E01033747,4615
RC_EW_2788,E01033748,7482
RC_EW_2788,E01033749,4292
RC_EW_2788,E01033750,6936
RC_EW_2788,E01033751,5986
RC_EW_2788,E01033752,5816
RC_EW_2788,E01033753,6220
RC_EW_2788,E01033754,6337
RC_EW_2788,E01033755,6070
RC_EW_2788,E01033756,6937
RC_EW_2788,E01033757,4732
RC_EW_2788,E01033758,4170
RC_EW_2788,E01033759,4003
RC_EW_2788,E01033760,4884
RC_EW_2788,E01033761,5579
RC_EW_2788,E01033762,5898
RC_EW_2788,E01033763,3018
RC_EW_2788,E01033764,6228
RC_EW_2788,E01033765,6750
RC_EW_2788,E01033766,3932
RC_EW_2788,E01033767,6462
RC_EW_2788,E01033768,4833
RC_EW_2813,E01006412,9079
RC_EW_2813,E01006413,9229
RC_EW_2813,E01006414,8923
RC_EW_2813,E01006415,8112
RC_EW_2813,E01006416,9761
RC_EW_2813,E01006417,7928
RC_EW_2813,E01006418,7899
RC_EW_2813,E01006419,14780
RC_EW_2813,E01006420,18393
RC_EW_2813,E01006421,13775
RC_EW_2813,E01006422,15026
RC_EW_2813,E01006423,14867
RC_EW_2813,E01006424,23368
RC_EW_2813,E01006425,13787
RC_EW_2813,E01006426,24900
RC_EW_2813,E01006427,15138
RC_EW_2813,E01006428,24128
RC_EW_2813,E01006429,24624
RC_EW_2813,E01006430,13867
RC_EW_2813,E01006431,14640
RC_EW_2813,E01006432,24801
RC_EW_2813,E01006433,13362
RC_EW_2813,E01006434,8774
RC_EW_2813,E01006435,8534
RC_EW_2813,E01006436,9158
RC_EW_2813,E01006437,9611
RC_EW_2813,E01006438,9155
RC_EW_2813,E01006439,10714
RC_EW_2813,E01006440,13619
RC_EW_2813,E01006441,11430
RC_EW_2813,E01006442,12171
RC_EW_2813,E01006443,10997
RC_EW_2813,E01006444,12403
RC_EW_2813,E01006445,12865
RC_EW_2813,E01006446,9806
RC_EW_2813,E01006447,10505
RC_EW_2813,E01006448,9995
RC_EW_2813,E01006449,9577
RC_EW_2813,E01006450,9059
RC_EW_2813,E01006451,10727
RC_EW_2813,E01006452,9959
RC_EW_2813,E01006453,9299
RC_EW_2813,E01006454,11487
RC_EW_2813,E01006455,8960
RC_EW_2813,E01006456,9881
RC_EW_2813,E01006457,10362
RC_EW_2813,E01006458,11134
RC_EW_2813,E01006459,15482
RC_EW_2813,E01006460,14914
RC_EW_2813,E01006461,15468
RC_EW_2813,E01006462,15069
RC_EW_2813,E01006463,14952
RC_EW_2813,E01006464,13915
RC_EW_2813,E01006465,14160
RC_EW_2813,E01006466,15211
RC_EW_2813,E01006467,9089
RC_EW_2813,E01006470,9605
RC_EW_2813,E01006471,19532
RC_EW_2813,E01006472,9035
RC_EW_2813,E01006473,20560
RC_EW_2813,E01006474,11561
RC_EW_2813,E01006475,11420
RC_EW_2813,E01006476,11303
RC_EW_2813,E01006477,16136
RC_EW_2813,E01006478,15080
RC_EW_2813,E01006479,11827
RC_EW_2813,E01006480,12536
RC_EW_2813,E01006481,12393
RC_EW_2813,E01006482,14946
RC_EW_2813,E01006483,14847
RC_EW_2813,E01006484,10774
RC_EW_2813,E01006485,8389
RC_EW_2813,E01006486,8628
RC_EW_2813,E01006487,8573
RC_EW_2813,E01006488,7941
RC_EW_2813,E01006489,9077
RC_EW_2813,E01006490,12949
RC_EW_2813,E01006491,12040
RC_EW_2813,E01006492,12580
RC_EW_2813,E01006493,11618
RC_EW_2813,E01006494,11193
RC_EW_2813,E01006495,10757
RC_EW_2813,E01006496,16514
RC_EW_2813,E01006497,16164
RC_EW_2813,E01006498,15989
RC_EW_2813,E01006499,15913
RC_EW_2813,E01006500,15805
RC_EW_2813,E01006501,18105
RC_EW_2813,E01006502,18254
RC_EW_2813,E01006503,19500
RC_EW_2813,E01006504,19129
RC_EW_2813,E01006505,17818
RC_EW_2813,E01006506,6570
RC_EW_2813,E01006507,9516
RC_EW_2813,E01006508,7242
RC_EW_2813,E01006509,8201
RC_EW_2813,E01006510,6042
RC_EW_2813,E01006512,5766
RC_EW_2813,E01006513,5004
RC_EW_2813,E01006514,6245
RC_EW_2813,E01006515,6088
RC_EW_2813,E01006518,6764
RC_EW_2813,E01006519,11339
RC_EW_2813,E01006520,8354
RC_EW_2813,E01006521,9400
RC_EW_2813,E01006522,8373
RC_EW_2813,E01006523,8985
RC_EW_2813,E01006524,11009
RC_EW_2813,E01006525,11704
RC_EW_2813,E01006526,11390
RC_EW_2813,E01006527,12341
RC_EW_2813,E01006528,11487
RC_EW_2813,E01006529,10405
RC_EW_2813,E01006530,12824
RC_EW_2813,E01006531,13314
RC_EW_2813,E01006532,11812
RC_EW_2813,E01006533,13063
RC_EW_2813,E01006534,12612
RC_EW_2813,E01006535,12869
RC_EW_2813,E01006536,13930
RC_EW_2813,E01006537,13796
RC_EW_2813,E01006538,14544
RC_EW_2813,E01006539,11384
RC_EW_2813,E01006540,3376
RC_EW_2813,E01006541,1310
RC_EW_2813,E01006542,1653
RC_EW_2813,E01006543,2757
RC_EW_2813,E01006544,2471
RC_EW_2813,E01006545,2010
RC_EW_2813,E01006546,2571
RC_EW_2813,E01006547,2841
RC_EW_2813,E01006548,2801
RC_EW_2813,E01006549,7694
RC_EW_2813,E01006550,8392
RC_EW_2813,E01006551,8709
RC_EW_2813,E01006552,7398
RC_EW_2813,E01006553,8851
RC_EW_2813,E01006554,8240
RC_EW_2813,E01006556,7159
RC_EW_2813,E01006557,7825
RC_EW_2813,E01006558,1497
RC_EW_2813,E01006560,2282
RC_EW_2813,E01006562,2661
RC_EW_2813,E01006563,2986
RC_EW_2813,E01006564,2892
RC_EW_2813,E01006565,6386
RC_EW_2813,E01006566,6796
RC_EW_2813,E01006567,7069
RC_EW_2813,E01006568,7339
RC_EW_2813,E01006569,6509
RC_EW_2813,E01006570,6840
RC_EW_2813,E01006571,7582
RC_EW_2813,E01006572,8465
RC_EW_2813,E01006573,6439
RC_EW_2813,E01006574,8692
RC_EW_2813,E01006575,8383
RC_EW_2813,E01006576,8274
RC_EW_2813,E01006577,8173
RC_EW_2813,E01006578,8587
RC_EW_2813,E01006579,8169
RC_EW_2813,E01006580,9202
RC_EW_2813,E01006581,8895
RC_EW_2813,E01006582,8628
RC_EW_2813,E01006583,9313
RC_EW_2813,E01006584,7562
RC_EW_2813,E01006585,7810
RC_EW_2813,E01006586,8827
RC_EW_2813,E01006587,7675
RC_EW_2813,E01006588,8424
RC_EW_2813,E01006589,9378
RC_EW_2813,E01006590,9175
RC_EW_2813,E01006591,9973
RC_EW_2813,E01006592,9381
RC_EW_2813,E01006593,10250
RC_EW_2813,E01006594,9829
RC_EW_2813,E01006595,10557
RC_EW_2813,E01006596,10123
RC_EW_2813,E01006597,10311
RC_EW_2813,E01006598,4186
RC_EW_2813,E01006599,5479
RC_EW_2813,E01006600,3527
RC_EW_2813,E01006603,2887
RC_EW_2813,E01006604,4646
RC_EW_2813,E01006605,3706
RC_EW_2813,E01006606,3474
RC_EW_2813,E01006607,1849
RC_EW_2813,E01006608,1652
RC_EW_2813,E01006609,979
RC_EW_2813,E01006610,767
RC_EW_2813,E01006611,430
RC_EW_2813,E01006612,2264
RC_EW_2813,E01006613,1506
RC_EW_2813,E01006614,409
RC_EW_2813,E01006615,517
RC_EW_2813,E01006616,2839
RC_EW_2813,E01006617,5391
RC_EW_2813,E01006618,4066
RC_EW_2813,E01006619,5441
RC_EW_2813,E01006620,6029
RC_EW_2813,E01006621,6488
RC_EW_2813,E01006622,6524
RC_EW_2813,E01006623,6590
RC_EW_2813,E01006624,7269
RC_EW_2813,E01006625,5191
RC_EW_2813,E01006626,4502
RC_EW_2813,E01006627,5907
RC_EW_2813,E01006628,10317
RC_EW_2813,E01006629,10269
RC_EW_2813,E01006630,7473
RC_EW_2813,E01006632,7538
RC_EW_2813,E01006633,8143
RC_EW_2813,E01006637,8199
RC_EW_2813,E01006638,8427
RC_EW_2813,E01006639,7393
RC_EW_2813,E01006640,6579
RC_EW_2813,E01006641,8624
RC_EW_2813,E01006642,8202
